ID,Gender,Program Duration,Year of Student,HSC Percentage,CGPA
12239,Male,4,1,75.81,3.09
12240,Female,5,1,96.96,3.88
12241,Male,4,4,73.69,2.9
12242,Female,5,2,99.87,3.03
12243,Female,4,1,69.54,2.86
12244,Male,4,1,82.3,4
12245,Female,4,3,89.63,3.9
12246,Male,4,1,53.9,1.62
12247,Female,4,2,51,3.33
12248,Male,4,2,96.36,3.44
12249,Male,4,2,80.54,3.06
12250,Female,4,1,90.45,3.52
12251,Male,4,1,71,1.96
12252,Female,5,1,97.63,3.9
12253,Male,4,1,53.45,3.2
12254,Female,4,1,80.8,3.57
12255,Female,4,4,89,3.73
12256,Male,5,1,90.54,3.64
12257,Female,4,2,93.4,3.46
12258,Male,4,3,81.9,3.36
12259,Female,5,4,87.81,2.43
12260,Female,4,1,80.27,3.26
12261,Female,4,2,90.72,2.3
12262,Female,4,4,76.82,3.66
12263,Male,4,1,84.93,2.54
12264,Female,4,3,77.81,2.29
12265,Female,4,1,85.9,3.66
12266,Female,4,1,82.5,3.34
12267,Female,5,2,98.72,2.95
12268,Male,4,2,98.45,3.85
12269,Female,4,1,86.72,3.73
12270,Female,4,4,95.9,3.35
12271,Male,4,2,89.81,2.67
12272,Female,4,1,50,2.4
12273,Female,4,2,96.45,3.34
12274,Male,4,4,70,3.05
12275,Female,4,4,79.63,3.7
12276,Male,5,1,93.63,3.75
12277,Male,4,3,69.36,2.02
12278,Female,4,4,88.1,3.41
12279,Female,4,1,93.81,3.68
12280,Female,4,4,82.9,3.78
12281,Female,4,1,88.09,3.63
12282,Female,4,2,81.63,3.94
12283,Female,5,4,77.27,3.31
12284,Female,4,1,85.83,2.86
12285,Female,4,3,87.36,3.6
12286,Female,4,2,90.18,3.37
12287,Male,4,3,80,1.38
12288,Female,4,1,74.1,3.09
12289,Male,4,2,50,2.65
12290,Female,5,4,80.45,2.52
12291,Female,4,1,65.72,3.83
12292,Male,4,4,52,2.21
12293,Female,4,1,93.9,3.76
12294,Male,4,3,80.09,3.35
12295,Female,4,1,55.45,3.74
12296,Female,4,4,90.81,3.65
12297,Female,4,2,67.81,3.65
12298,Male,4,3,87.9,3.11
12299,Male,4,4,75.18,3.33
12300,Female,5,1,97,3.95
12301,Female,4,4,82.09,3.34
12302,Female,4,2,94.27,3.07
12303,Male,4,2,60,2.65
12304,Male,4,1,97,3.88
12305,Female,4,1,73.36,3
12306,Male,4,2,86.18,3.39
12307,Female,4,2,95.54,3.51
12308,Female,4,1,94,3.77
12309,Male,4,3,88,2.73
12310,Male,4,1,76.65,3.18
12311,Female,4,3,90.89,3.7
12312,Male,4,3,87.3,2.87
12313,Female,4,4,54,3.44
12314,Female,4,2,95.98,3.04
12315,Female,4,1,80,3.46
12316,Male,4,4,76.5,3.35
12317,Male,4,2,99.99,3.7
12318,Male,4,1,98.9,3.95
12319,Female,4,1,87,3.51
12320,Female,4,3,83,3.36
12321,Female,4,1,86.36,3.48
12322,Male,4,3,83.81,3.11
12323,Male,4,3,66.45,3.26
12324,Male,4,1,63.82,3.68
12325,Male,4,2,60.81,2.8
12326,Male,4,3,83.36,3.77
12327,Female,4,1,73,2.99
12328,Male,4,1,80.54,2.76
12329,Female,4,4,85,3.71
12330,Female,4,4,79.55,3.53
12331,Male,4,4,71.5,3.03
12332,Female,4,2,79.18,3.5
12333,Female,4,2,61.81,3.61
12334,Male,4,2,80.87,1.99
12335,Female,4,1,93.72,3.76
12336,Female,4,2,93.63,3.35
12337,Male,4,2,60.18,2.75
12338,Female,4,3,65,2.28
12339,Female,4,2,56.82,2.82
12340,Male,4,2,86.27,3.38
12341,Male,4,2,93,2.36
12342,Female,4,2,98.64,3.19
12343,Female,4,2,70,3.29
12344,Male,4,1,55.9,2.36
12345,Male,4,2,97.36,1.87
12346,Male,4,4,77.45,3.36
12347,Male,4,3,93.9,3.52
12348,Female,4,1,94.18,3.37
12349,Female,4,2,70.3,3.6
12350,Male,4,1,98.64,3.54
12351,Male,4,4,73,2.99
12352,Male,4,4,85.27,2.52
12353,Female,4,3,52.54,3.3
12354,Female,4,4,90.2,3.16
12355,Male,4,2,94,3.36
12356,Female,4,2,85,3.7
12357,Male,4,1,95.25,2.76
12358,Male,4,3,92.84,3
12359,Female,4,4,59.54,3.26
12360,Female,4,3,95.09,3.36
12361,Male,4,1,91.87,3.69
12362,Female,4,3,77.82,2.86
12363,Male,4,1,86.9,2.16
12364,Female,4,4,93.01,2.85
12365,Male,4,1,76,3.22
12366,Male,4,3,87.09,2.98
12367,Female,4,4,89.64,3.61
12368,Female,4,1,79,3.22
12369,Male,5,2,89.5,2.55
12370,Male,4,2,87.18,3.35
12371,Male,4,1,79.45,3.58
12372,Male,4,1,99.18,3.96
12373,Male,4,4,71.74,2.89
12374,Female,5,3,91.9,2.87
12375,Male,4,1,80.89,3.28
12376,Female,4,4,83.09,3.53
12377,Female,4,1,89.9,3.26
12378,Female,4,4,90.85,2.12
12379,Male,4,3,78.54,2.96
12380,Female,4,1,99.36,3.31
12381,Female,4,1,71.5,3.26
12382,Female,4,1,87.9,3.76
12383,Female,4,2,96.45,3.81
12384,Male,5,1,87.82,2.44
12385,Male,4,2,78,3.47
12386,Female,5,2,98.36,2.97
12387,Male,4,3,64.63,3.01
12388,Female,4,2,86,2.96
12389,Female,4,3,81.72,3.82
12390,Male,4,2,97.45,3.69
12391,Female,4,1,85.36,3.45
12392,Male,4,2,87.35,2.61
12393,Female,4,1,65,3.25
12394,Female,5,1,87.09,3.51
12395,Male,4,1,72.62,2.85
12396,Female,4,1,96.45,3.86
12397,Male,5,4,81.36,2.44
12398,Female,4,1,92.63,3.65
12399,Male,4,2,97.72,3.47
12400,Female,5,3,92.18,2.73
12401,Male,4,1,98.45,2.84
12402,Female,4,1,94.27,3.73
12403,Male,4,3,80.9,3.43
12404,Female,4,3,91.63,3.82
12405,Male,5,1,82.45,3.34
12406,Female,4,3,87.09,3.27
12407,Female,5,3,76.3,2.17
12408,Female,4,2,99.09,3.98
12409,Male,4,1,77,3.18
12410,Male,4,2,86.86,2.78
12411,Male,5,2,97.78,2.38
12412,Female,4,4,92,3.84
12413,Female,4,1,91.9,3.78
12414,Male,5,4,86,2.37
12415,Female,4,3,80.45,3.63
12416,Female,4,3,82.86,3.37
12417,Female,4,2,85.81,3.29
12418,Female,4,2,87.54,3.81
12419,Female,4,1,89.09,3.59
12420,Male,5,4,84.45,2.37
12421,Female,4,2,94,3.1
12422,Female,4,3,88.63,3.63
12423,Female,4,1,80.6,3.78
12424,Female,4,4,81,3.47
12425,Male,4,4,83,3.27
12426,Female,4,2,99,3.78
12427,Male,5,1,99,3.95
12428,Female,4,3,82,3.39
12429,Female,4,1,85,3.94
12430,Female,4,4,76.09,3.67
12431,Female,5,3,61,2.1
12432,Male,4,1,79.63,2.89
12433,Female,4,1,88.9,3.84
12434,Female,4,1,81.9,3.65
12435,Male,4,1,93,3.73
12436,Female,4,2,97.27,3.64
12437,Male,4,2,69.45,3.61
12438,Female,4,3,71.36,3.28
12439,Female,4,3,86,3
12440,Male,4,3,89.9,3.35
12441,Female,4,1,95.2,3.58
12442,Male,4,2,96.81,3.69
12443,Male,4,1,80.9,3.28
12444,Male,4,3,63.45,2.95
12445,Female,5,1,99.63,3.98
12446,Male,4,1,65.92,2.7
12447,Male,4,1,95,0.29
12448,Male,4,4,80,3.78
12449,Male,4,1,85.73,3.94
12450,Male,4,3,90.81,2.78
12451,Male,4,3,87.64,2.9
12452,Male,5,5,87.9,3.75
12453,Male,4,2,76.56,2.98
12454,Female,4,1,95.72,3.83
12455,Male,4,4,83.09,2.83
12456,Female,4,4,67,3.36
12457,Female,5,2,93.9,2.97
12458,Male,5,1,90.72,3.65
12459,Female,4,4,89.9,3.59
12460,Female,4,4,77.18,3.33
12461,Female,4,3,80.09,2.9
12462,Female,4,4,78.3,3.66
12463,Male,4,1,93.36,3.74
12464,Male,4,2,84.9,3.01
12465,Female,4,3,88,3.23
12466,Female,4,4,86,3.46
12467,Male,4,1,70,3.17
12468,Male,4,3,87.63,3.6
12469,Male,4,4,88,2.8
12470,Male,4,3,77.64,3.01
12471,Male,4,2,74.5,3.71
12472,Female,4,3,78.04,2.19
12473,Female,4,3,85.63,2.96
12474,Female,4,3,74,3.62
12475,Male,5,1,98.09,3.92
12476,Female,5,1,98.81,3.95
12477,Male,4,1,95.9,3.84
12478,Male,4,1,74.18,3.03
12479,Female,4,4,85.63,3.67
12480,Female,4,2,87.7,3.57
12481,Male,4,3,87.36,2.81
12482,Female,5,1,99.45,3.97
12483,Female,5,1,99,3.95
12484,Male,4,4,58.81,3.02
12485,Male,4,3,66.45,2.81
12486,Female,4,2,62.1,3.32
12487,Female,4,1,85.36,3.91
12488,Male,4,2,88.36,3.04
12489,Female,4,4,74,3.22
12490,Male,4,2,97.36,3.15
12491,Female,4,3,92.09,3.86
12492,Female,4,1,84.09,0.59
12493,Male,4,3,54.57,2.83
12494,Female,4,3,81.09,2.81
12495,Male,4,2,79.27,2.65
12496,Female,4,2,80,3.52
12497,Female,4,4,78.55,3.77
12498,Male,4,3,56,2.77
12499,Female,4,2,74.89,3.11
12500,Female,4,2,80.6,3.16
12501,Male,4,1,88,3.02
12502,Male,4,2,59,2.42
12503,Female,4,1,99.27,3.96
12504,Male,4,1,82.3,2.86
12505,Male,5,5,90.36,2.84
12506,Male,5,2,94,2.63
12507,Female,4,1,80.72,3.28
12508,Female,4,4,82,3.53
12509,Male,4,4,88.45,2.27
12510,Male,4,2,83.59,2.56
12511,Female,4,2,90.36,3.2
12512,Female,4,1,98.45,3.19
12513,Female,4,2,91.18,3.29
12514,Female,4,1,98.09,3.71
12515,Female,4,1,73,3.32
12516,Male,4,2,42.54,2.54
12517,Male,4,2,78.75,2.54
12518,Female,5,1,97.9,3.91
12519,Female,4,4,74.9,3.42
12520,Male,4,4,82,2.2
12521,Female,4,2,64.45,3.36
12522,Male,4,3,70,3.28
12523,Female,4,3,80.63,3.4
12524,Male,4,3,77.18,3.49
12525,Female,4,3,71.9,3.2
12526,Male,4,2,67.9,3.04
12527,Female,4,3,80,3.52
12528,Female,5,1,97.45,3.9
12529,Female,4,4,66.64,3.26
12530,Male,4,4,87.18,3.49
12531,Female,4,3,91,2.48
12532,Female,4,1,85.55,3.33
12533,Female,4,3,78.45,3.37
12534,Female,5,3,95,2.84
12535,Male,4,1,92.54,3.71
12536,Male,4,4,81.5,2.64
12537,Female,4,1,94.7,3.34
12538,Male,4,4,65.45,3.15
12539,Female,5,4,81.18,2.55
12540,Male,4,1,78.8,3.31
12541,Male,4,1,75.64,3.09
12542,Female,4,2,84.9,3.77
12543,Male,5,2,98.63,2.74
12544,Female,4,1,74.8,3.46
12545,Male,4,3,73.27,1.88
12546,Female,4,2,84,3.22
12547,Female,4,2,83,3.3
12548,Female,4,2,68.36,3.83
12549,Male,4,1,94.27,3.78
12550,Male,4,3,76.72,2.63
12551,Male,4,1,92,3.38
12552,Female,4,3,72,3.58
12553,Male,4,1,89.18,3.68
12554,Female,4,3,80,3.36
12555,Female,4,1,75.58,3.09
12556,Female,4,4,90.09,3.66
12557,Female,4,4,82.1,3.39
12558,Female,5,1,99.99,3.99
12559,Male,4,3,71.09,2.62
12560,Male,4,3,71,3.46
12561,Female,5,1,99.82,3.98
12562,Male,4,4,80,3.64
12563,Female,4,3,83.4,2.98
12564,Male,4,4,82,3.31
12565,Female,4,3,92.9,3.69
12566,Female,4,1,81,2.43
12567,Male,4,1,78.78,3.26
12568,Female,4,1,96.9,3.88
12569,Female,4,2,99,3.93
12570,Female,4,3,66.27,2.66
12571,Female,4,1,81.09,3.9
12572,Male,4,1,68.74,2.83
12573,Female,4,4,83.18,3.56
12574,Female,4,3,92.89,3.22
12575,Male,5,4,92.54,2.27
12576,Female,4,3,92.27,3.53
12577,Male,4,1,77.79,2.52
12578,Male,4,2,73.18,2.25
12579,Female,4,1,78.88,3.15
12580,Female,4,1,96,3.91
12581,Male,4,1,82.81,2.98
12582,Female,4,2,61,3.22
12583,Male,4,2,87.18,2.5
12584,Female,4,1,93.18,3.66
12585,Female,4,1,83.45,3.38
12586,Female,5,5,82.7,2.93
12587,Male,5,1,95.63,3.83
12588,Female,4,1,93.3,3.88
12589,Male,4,3,85,2.69
12590,Female,4,2,79.09,2.93
12591,Female,4,2,92,3.78
12592,Female,4,2,94.9,3.57
12593,Female,4,2,75.27,3.81
12594,Male,4,4,87.54,3.11
12595,Female,4,4,71,3.39
12596,Female,4,2,84.3,3.8
12597,Female,4,2,62.64,3.44
12598,Female,4,3,75.91,3.07
12599,Female,4,3,74.9,3.38
12600,Female,4,1,77.8,3.49
12601,Female,4,1,92.54,3.86
12602,Male,4,4,50,2.29
12603,Male,4,1,91,3.48
12604,Male,4,1,80,3.37
12605,Male,4,2,87.04,2.39
12606,Male,4,1,89.81,3.32
12607,Male,4,2,96.45,3.58
12608,Male,5,4,81.72,2.48
12609,Male,4,1,70,2.88
12610,Female,4,2,70.36,3.05
12611,Male,4,4,73.18,3.47
12612,Female,4,2,90.72,2.92
12613,Male,4,2,89.9,3.38
12614,Female,4,2,86.95,3.76
12615,Female,4,4,87.09,3.66
12616,Female,4,2,78.68,3.03
12617,Female,4,1,76.36,3.12
12618,Male,5,3,92.72,2.56
12619,Female,5,1,92.27,3.7
12620,Male,4,2,71,3.65
12621,Female,4,4,74,3.2
12622,Male,4,4,66,3.73
12623,Female,4,4,80.18,3.35
12624,Male,4,1,88.18,4
12625,Male,4,1,67.82,3.26
12626,Male,4,2,61.45,3.82
12627,Female,4,1,84.09,2.61
12628,Male,4,1,66.01,2.73
12629,Male,5,2,96.36,2.42
12630,Male,4,2,97.45,2.85
12631,Male,4,2,84.09,3.04
12632,Female,4,3,91.8,3.74
12633,Male,4,4,87.9,2.21
12634,Female,4,3,82.27,3.57
12635,Male,4,4,84.14,2.76
12636,Female,4,4,69.75,3.03
12637,Female,4,1,76.45,3.7
12638,Male,4,2,71.36,3.39
12639,Female,4,1,67.36,3.2
12640,Female,4,4,82,3.2
12641,Male,5,4,81.88,2.39
12642,Male,5,1,88,3.55
12643,Female,4,3,91.27,3.3
12644,Male,4,3,90.44,3.64
12645,Female,4,4,61.7,2.59
12646,Male,4,1,68.91,2.8
12647,Female,4,1,87.36,3.38
12648,Female,4,2,82.64,3.77
12649,Male,4,4,82.45,3.43
12650,Male,4,2,93,3.65
12651,Male,4,2,97,3.12
12652,Female,4,1,81.18,3.34
12653,Male,4,2,80.54,2.92
12654,Male,4,3,86.3,4
12655,Female,4,2,72.09,3.51
12656,Male,4,2,85.8,3.18
12657,Female,4,2,95,3.46
12658,Female,4,1,87.63,3.53
12659,Female,4,2,71.2,3.59
12660,Female,4,2,91.09,3.06
12661,Male,4,1,82.3,3.34
12662,Male,4,2,79.09,3.25
12663,Male,4,1,89.88,2.76
12664,Female,4,3,80.54,3.63
12665,Male,4,2,92.72,3.14
12666,Male,4,3,93.9,2.43
12667,Male,4,2,90,3.18
12668,Female,5,3,83.81,3.03
12669,Male,4,4,76.9,3.71
12670,Female,5,3,97,2.55
12671,Female,4,4,82,3.35
12672,Male,4,1,86.8,2.92
12673,Female,4,1,65,2.8
12674,Female,4,1,55.18,2.33
12675,Female,4,2,80.54,2.5
12676,Female,5,3,93.09,2.71
12677,Female,4,2,88.72,3.11
12678,Female,4,1,78.6,3.04
12679,Male,4,2,90.54,2.07
12680,Male,4,2,90.44,2.55
12681,Female,4,1,87.63,3.42
12682,Female,4,2,92.72,3.18
12683,Male,4,3,92.85,2.25
12684,Female,4,3,91.27,3.38
12685,Male,4,1,65.45,3.32
12686,Male,4,2,93.72,2.85
12687,Male,4,1,76,1.28
12688,Male,4,2,74.18,3.22
12689,Male,5,2,93.85,2.49
12690,Female,4,2,91.08,2.78
12691,Male,5,4,84,2.26
12692,Male,4,1,63,2.65
12693,Male,4,3,85.18,3.82
12694,Male,4,4,72.5,3.2
12695,Female,4,2,98.36,3.42
12696,Male,5,2,99.45,2.73
12697,Female,4,4,87.5,3.32
12698,Female,4,3,80.2,3.52
12699,Female,4,2,98.54,3.49
12700,Male,4,2,88.36,2.86
12701,Male,4,2,76.9,3.53
12702,Female,4,2,89.9,3.4
12703,Female,4,1,97.81,3.91
12704,Female,4,1,91.18,3.66
12705,Male,4,1,75.81,3.09
12706,Female,4,1,95.54,3.82
12707,Female,4,1,91.45,3.7
12708,Female,4,1,80,3.8
12709,Female,4,2,79,3.41
12710,Female,4,4,84.27,3.04
12711,Male,4,3,84.09,2.57
12712,Female,4,1,98.27,3.93
12713,Female,4,3,73.54,3.12
12714,Female,4,1,75.36,3.83
12715,Male,4,3,76.36,3.24
12716,Female,4,1,83.45,3.35
12717,Male,4,3,92.63,3.7
12718,Male,4,3,94,3.44
12719,Female,4,3,75.8,3.55
12720,Female,4,1,98,3.9
12721,Female,4,2,98.09,3.4
12722,Female,4,2,99.36,3.8
12723,Female,4,3,64.45,2.8
12724,Male,5,2,92.36,2.29
12725,Female,4,1,87.53,3.63
12726,Male,5,3,88.45,2.63
12727,Female,4,2,89.78,2.65
12728,Male,4,1,89.63,3.61
12729,Female,4,2,85,2.86
12730,Male,4,1,73,3
12731,Female,4,3,88.54,3.31
12732,Female,4,1,63,2.75
12733,Male,5,5,90.45,2.84
12734,Female,4,4,88.81,3.75
12735,Female,4,1,80.91,3.28
12736,Female,4,2,71.36,3.21
12737,Female,4,3,89.79,3.86
12738,Male,4,2,83.27,3.3
12739,Male,4,1,90.01,3.34
12740,Male,4,3,78.18,3.25
12741,Male,4,1,98.09,3.92
12742,Female,4,3,62.45,3.48
12743,Female,4,2,77,3.57
12744,Male,4,2,93.6,2.99
12745,Male,4,1,82.63,2.84
12746,Female,4,1,65,3.2
12747,Male,5,3,82.2,2.47
12748,Female,4,3,93.9,3.73
12749,Female,5,2,98.63,2.68
12750,Female,4,2,88.81,3.45
12751,Female,4,1,93.81,3.56
12752,Male,4,1,83.81,3.52
12753,Male,4,2,80,2.86
12754,Male,4,2,80,3.25
12755,Female,4,1,68.68,2.92
12756,Female,4,4,70.54,3.72
12757,Male,4,4,90.86,3.58
12758,Male,4,1,94.8,3.8
12759,Female,4,1,93,3.73
12760,Male,4,2,75.81,2.87
12761,Male,4,1,71.05,2.92
12762,Male,4,2,81,3.36
12763,Male,4,1,63,2.47
12764,Female,4,2,77.64,3.44
12765,Female,4,1,92.36,3.71
12766,Female,4,2,99.09,3.77
12767,Male,4,2,98,3.26
12768,Male,4,3,90.27,3.55
12769,Male,5,3,86.64,2.56
12770,Male,4,2,78,2.6
12771,Male,4,4,82.36,3.07
12772,Female,4,2,81,3.16
12773,Male,4,2,99.63,3.78
12774,Female,4,2,99.27,3.87
12775,Female,4,1,95.45,3.53
12776,Female,4,3,88.91,3.94
12777,Male,5,1,94.27,3.78
12778,Male,4,2,86.9,3.18
12779,Female,4,1,89.45,3.6
12780,Female,4,2,81.8,2.46
12781,Male,5,2,99.27,1.47
12782,Male,5,2,99,2.81
12783,Female,4,1,80.6,3.54
12784,Male,4,2,80.81,3.29
12785,Female,4,2,91.63,3.61
12786,Female,4,4,80,3.85
12787,Female,4,3,89.72,3.79
12788,Female,4,3,78.81,3.21
12789,Female,4,4,79.18,3.64
12790,Female,4,1,63,3.52
12791,Male,5,2,96.9,2.49
12792,Female,4,2,98,3.81
12793,Male,4,3,72,2.74
12794,Male,4,1,78.54,3
12795,Female,4,4,76.72,3.53
12796,Male,5,2,89.18,2.81
12797,Male,4,4,85,2.93
12798,Male,5,4,75.92,2.42
12799,Male,4,1,97.36,3.25
12800,Male,4,2,86,3.03
12801,Male,4,3,79,3.23
12802,Male,4,1,73.63,3.74
12803,Female,4,1,96,3.84
12804,Female,4,4,76.6,3.41
12805,Male,4,3,75.9,3.49
12806,Female,4,3,82.36,3.51
12807,Female,5,2,99.2,2.81
12808,Female,5,3,88.5,2.74
12809,Male,4,1,83.27,3.02
12810,Female,4,1,81.73,3.17
12811,Female,4,2,84.45,2.87
12812,Female,5,2,97.63,3.15
12813,Male,4,3,45.91,2.51
12814,Male,4,4,87.18,3.94
12815,Female,4,4,82.36,3.02
12816,Female,4,4,57.27,2.56
12817,Female,4,1,95,3.59
12818,Female,5,4,90.77,2.57
12819,Female,5,4,77.45,2.46
12820,Male,4,2,92.72,3.73
12821,Male,4,3,91.9,3.23
12822,Male,4,3,89.72,3.2
12823,Male,4,3,70.18,2.3
12824,Male,4,1,97.81,3.91
12825,Male,5,1,98.63,3.94
12826,Female,4,1,82.54,3.74
12827,Female,4,2,65,3.08
12828,Female,4,2,82,3.38
12829,Male,4,1,46.88,2
12830,Female,4,3,85.66,2.45
12831,Female,4,1,59.09,3.08
12832,Male,4,3,67.09,2.12
12833,Male,4,2,85.36,3.7
12834,Male,4,1,74.72,3.05
12835,Male,5,1,91.9,3.69
12836,Male,4,1,92.54,3.6
12837,Female,4,3,68.81,3.09
12838,Female,4,2,89.58,3.58
12839,Male,4,2,70.09,2.81
12840,Female,4,3,81,3.26
12841,Male,4,1,92.18,3.03
12842,Male,4,1,92.72,4
12843,Male,4,1,94.18,3.5
12844,Male,4,4,91,2.88
12845,Female,4,1,97.63,3.78
12846,Male,5,3,90.4,2.69
12847,Female,4,2,85.18,3.85
12848,Female,4,3,85.63,3.53
12849,Female,4,2,67.09,3.32
12850,Female,4,1,85.54,3.55
12851,Female,4,2,86,2.84
12852,Male,5,3,84,2.62
12853,Male,4,3,88.45,3.4
12854,Female,4,2,58.9,3.86
12855,Male,4,2,60,2.97
12856,Female,5,1,95.18,3.81
12857,Female,4,1,82.45,3.35
12858,Male,4,4,82.92,3.7
12859,Male,4,3,86,3.67
12860,Male,4,1,80.72,3.28
12861,Male,4,2,93.89,2.06
12862,Female,4,1,66,3.88
12863,Female,4,2,62.18,3.19
12864,Female,4,4,85.5,3.59
12865,Male,4,4,85.36,2.61
12866,Female,4,2,97.63,3.72
12867,Female,4,3,91,3.41
12868,Female,4,3,77.19,3.5
12869,Male,4,1,87.45,3.12
12870,Male,5,1,76.27,3.11
12871,Male,5,4,87.27,2.38
12872,Female,4,4,76.36,3.28
12873,Male,4,3,91,3.78
12874,Male,5,4,84,2.32
12875,Female,4,2,79,3.48
12876,Female,4,4,89,3.72
12877,Female,4,4,88,2.78
12878,Female,4,2,72.72,2.97
12879,Male,4,2,88.36,3.37
12880,Male,4,2,91.8,3.25
12881,Male,4,4,91.09,3.51
12882,Male,4,3,79.33,2.71
12883,Female,4,1,84.63,3.42
12884,Female,4,3,85.5,3.54
12885,Male,4,2,98.9,3.11
12886,Male,4,1,68.72,3
12887,Male,4,1,61.18,3
12888,Female,4,2,95,3.49
12889,Female,4,3,93.72,3.42
12890,Male,4,4,80.06,2.69
12891,Female,4,2,97.9,3.49
12892,Female,4,1,68.63,2.8
12893,Male,4,2,66,2.97
12894,Male,4,4,91.2,3.15
12895,Female,4,1,93.5,3.77
12896,Male,4,3,81.63,3.34
12897,Female,4,1,94.36,3.49
12898,Female,4,1,79.54,3.04
12899,Female,5,1,93.64,3.75
12900,Female,4,1,88.09,3.59
12901,Female,4,2,99,3.23
12902,Female,4,4,63.72,3.64
12903,Male,4,4,90,3.44
12904,Male,4,2,82.7,3.06
12905,Female,4,4,90.27,3.54
12906,Male,4,1,84.93,3.06
12907,Male,4,4,83,3.4
12908,Male,4,4,55.5,2.68
12909,Female,4,1,69.64,2.87
12910,Male,4,2,79,2.38
12911,Male,4,1,62.09,2.59
12912,Female,4,4,86.36,2.8
12913,Male,5,1,93.18,3.74
12914,Male,4,4,85.81,2.55
12915,Female,4,2,76.18,2.87
12916,Female,4,1,77.45,3.16
12917,Female,4,4,87.9,3.68
12918,Female,4,1,88.81,3.35
12919,Male,4,3,86.72,2.98
12920,Female,5,1,99.36,3.97
12921,Male,4,2,97.63,3.03
12922,Female,4,1,78.45,3.19
12923,Female,4,1,75.44,3.39
12924,Female,4,1,92,3.69
12925,Male,5,1,96.09,3.85
12926,Female,4,4,65.5,3.57
12927,Male,4,4,85.54,3.04
12928,Male,4,2,84.45,3.4
12929,Female,4,2,98,2.85
12930,Male,5,4,79.9,2.51
12931,Male,4,1,92.18,3.7
12932,Female,4,4,64.81,3.27
12933,Female,5,1,95.72,3.83
12934,Female,4,2,85,3.78
12935,Female,4,1,94.18,3.77
12936,Female,4,4,88.45,3.59
12937,Male,4,4,87.7,3.57
12938,Female,4,2,95,3.46
12939,Male,5,3,83.45,2.68
12940,Female,5,2,79,3.21
12941,Male,4,1,84.53,3.42
12942,Male,4,2,87.54,3
12943,Female,4,2,90.27,3.4
12944,Male,4,2,93.63,4
12945,Female,4,4,84.9,3.11
12946,Female,4,2,82.91,3.24
12947,Female,4,1,90.9,3.65
12948,Male,4,1,83.54,3.38
12949,Male,4,3,75,2.87
12950,Female,4,2,84.45,3.81
12951,Female,5,2,92.09,3.06
12952,Female,4,2,79.81,3.24
12953,Female,4,1,92.81,3.49
12954,Male,4,3,73.8,3.57
12955,Female,4,3,79.36,3.08
12956,Male,4,2,74.72,2.15
12957,Male,4,4,83.54,2.01
12958,Female,4,3,71.84,3.25
12959,Female,4,3,93,3.76
12960,Female,4,1,84.91,3.43
12961,Male,4,4,69.83,2.92
12962,Female,4,1,82.45,3.08
12963,Female,4,2,83,3.5
12964,Female,4,3,92.27,3.78
12965,Male,5,1,98.81,3.95
12966,Male,4,2,98.63,3.5
12967,Male,4,4,80.45,3.66
12968,Male,4,3,83,3.64
12969,Male,4,3,90.18,3.55
12970,Female,4,1,88.81,3.36
12971,Male,5,1,81,3.29
12972,Male,4,1,93.82,3.76
12973,Male,4,4,80.36,3.69
12974,Female,4,2,89.84,3.32
12975,Male,4,2,94,3.54
12976,Female,4,1,91.7,2.51
12977,Male,4,3,88.72,2.76
12978,Female,4,1,95.18,3.85
12979,Female,4,1,76.4,2.46
12980,Female,4,3,82.36,3.21
12981,Female,4,2,93.36,3.3
12982,Male,4,1,92.54,1.8
12983,Female,4,1,94.93,3.2
12984,Male,5,1,98,3.92
12985,Female,4,4,91.8,3.66
12986,Female,4,1,75.54,3.03
12987,Female,4,3,70,2.82
12988,Male,4,1,81.9,3.32
12989,Male,4,3,87.81,2.75
12990,Male,4,2,98.09,3.02
12991,Female,4,3,79.91,3.61
12992,Female,4,1,93.63,3.83
12993,Female,4,4,78.18,3.52
12994,Female,4,1,95,3.57
12995,Female,4,2,73.9,3.87
12996,Female,4,2,95.9,3.54
12997,Male,4,2,79.8,2.45
12998,Female,5,2,99.18,2.92
12999,Male,4,2,82,2.88
13000,Male,5,2,99.63,1.32
13001,Female,4,1,80.27,3.56
13002,Female,4,1,98.81,3.95
13003,Female,4,4,76.36,3.54
13004,Male,4,3,88,2.7
13005,Female,4,1,90.72,3.65
13006,Male,4,1,56.8,2.12
13007,Male,4,2,98.09,2.84
13008,Female,4,3,86,3.42
13009,Male,4,1,93.81,2.85
13010,Female,4,3,65.63,3.86
13011,Male,4,2,79.81,3.02
13012,Female,4,2,88,3.37
13013,Female,4,2,75,3.23
13014,Female,4,1,90.43,3.83
13015,Male,4,2,76.18,2.44
13016,Female,4,2,78.36,3.6
13017,Male,4,1,95.5,3.82
13018,Female,4,4,77,3.28
13019,Female,4,1,93.63,3.75
13020,Male,4,4,85.68,2.6
13021,Male,5,4,78.54,3.31
13022,Female,4,2,93.18,3.93
13023,Male,4,3,86.45,2.7
13024,Female,4,2,59.45,3.94
13025,Male,4,1,86.27,2.67
13026,Male,4,4,81.09,3.05
13027,Female,5,2,92.63,2.61
13028,Female,4,3,83.8,2.92
13029,Female,4,1,93.6,3.08
13030,Female,4,1,81.09,3.29
13031,Male,5,5,71.09,2.81
13032,Female,4,4,78.27,3.52
13033,Female,4,3,76.68,3.29
13034,Female,4,2,79,3.54
